iter	RMSE
339	97.70864006
340	97.35582785
341	96.88761017
342	96.72405639
343	96.41575946
344	96.2318479
345	96.0506675
346	95.95483786
347	95.6470263
348	95.33401882
349	94.94462063
350	94.67210266
351	94.507583
352	94.36458791
353	93.99285249
354	93.64560213
355	93.46548908
356	93.33808277
357	93.01292529
358	92.95891827
359	92.63530805
360	92.27539537
361	92.15705921
362	91.84098639
363	91.6167259
364	91.48880623
365	91.4254865
366	91.35766631
367	91.29902767
368	90.97633217
369	90.84179389
370	90.55843935
371	90.21719252
372	89.84050106
373	89.49602325
374	89.44452714
375	89.35753058
376	89.29210643
377	89.23352147
378	89.16312997
379	88.85881734
380	88.71658854
381	88.34333473
382	88.01888251
383	87.98857953
384	87.69870426
385	87.28040636
386	87.21484144
387	87.11684478
388	86.73323816
389	86.67740819
390	86.48857403
391	86.3143057
392	86.02853252
393	85.72886653
394	85.41658514
395	85.07920476
396	85.03245684
397	84.73963824
398	84.24510032
399	84.16905409
400	84.13458493
401	84.09184468
402	83.69842307
403	83.57893552
404	83.47664479
405	83.04979954
406	82.66640569
407	82.55561194
408	82.35244682
409	82.3106303
410	82.23827143
411	81.89713525
412	81.44239412
413	81.10834705
414	80.81010128
415	80.77301224
416	80.45040531
417	80.220058
418	79.93751735
419	79.89553725
420	79.69037388
421	79.60948913
422	79.30044978
423	78.89477124
424	78.62675577
425	78.57758731
426	78.21094812
427	77.85178683
428	77.62111469
429	77.44519787
430	77.05630246
431	76.84841618
432	76.81213736
433	76.51430895
434	76.20906289
435	75.76197479
436	75.51281763
437	75.1538338
438	74.79990361
439	74.69822439
440	74.38992606
441	74.16317461
442	74.13301432
443	74.02884124
444	73.76350882
445	73.55480519
446	73.31211223
447	72.9953142
448	72.9669912
449	72.91620863
450	72.61777381
451	72.29082519
452	71.98733252
453	71.76884339
454	71.48631496
455	71.43984464
456	71.0947899
457	70.87944942
458	70.64954921
459	70.40260291
460	70.07783889
461	69.93285071
462	69.64698574
463	69.60422596
464	69.3852736
465	69.17840243
466	68.93824964
467	68.57889729
468	68.28537314
469	68.25941523
470	68.00582646
471	67.87388286
472	67.69686696
473	67.504125
474	67.46921573
475	67.38186779
476	67.01091274
477	66.78386633
478	66.56259645
479	66.20002943
480	66.01042721
481	65.88690053
482	65.68898707
483	65.33604723
484	65.30327978
485	65.23411806
486	64.97268693
487	64.66335244
488	64.38666812
489	64.16019892
490	64.11780123
491	64.00119724
492	63.9709446
493	63.76779709
494	63.6786624
495	63.49233595
496	63.30543975
497	63.28339731
498	63.12788841
499	62.89911983
500	62.87912089
501	62.76549004
502	62.74677109
503	62.63491088
504	62.44536507
505	62.22932006
506	62.04903701
507	62.01441369
508	61.75024891
509	61.7220468
510	61.45197385
511	61.17429246
512	61.13119003
513	60.9204651
514	60.68691012
515	60.6399374
516	60.5544193
517	60.21501023
518	59.94018673
519	59.76220673
520	59.66340972
521	59.34566798
522	59.207654
523	58.90761157
524	58.86717998
525	58.83742074
526	58.7939923
527	58.75812964
528	58.46608288
529	58.21884021
530	58.19800446
531	57.97091252
532	57.91265781
533	57.6641784
534	57.48243202
535	57.45382059
536	57.28513358
537	57.0389077
538	56.8758317
539	56.7177474
540	56.63082816
541	56.59344169
542	56.56584915
543	56.52539221
544	56.4830473
545	56.27019766
546	56.10716326
547	55.97742645
548	55.79405566
549	55.75185471
550	55.54166603
551	55.25290846
552	55.05953824
553	54.84737846
554	54.70686476
555	54.5083638
556	54.49139688
557	54.30705846
558	54.21495638
559	53.95127285
560	53.69651327
561	53.67528852
562	53.59459829
563	53.45373846
564	53.3204068
565	53.12476651
566	52.9327017
567	52.76891841
568	52.70485447
569	52.52050746
570	52.334699
571	52.31384011
572	52.10132302
573	51.94400039
574	51.7296612
575	51.53174584
576	51.36078411
577	51.26380393
578	51.10351263
579	50.97309098
580	50.93678644
581	50.87257037
582	50.67765137
583	50.61823855
584	50.39751951
585	50.28369312
586	50.2248619
587	49.95899589
588	49.78348647
589	49.65060671
590	49.500265
591	49.48738075
592	49.45129463
593	49.39218902
594	49.20647247
595	48.98961296
596	48.85160953
597	48.83574459
598	48.64735379
599	48.4467164
600	48.42180697
601	48.19659448
602	48.0971878
603	47.88903977
604	47.83115107
605	47.67355805
606	47.62036845
607	47.41161638
608	47.36621783
609	47.23185992
610	47.05365594
611	46.90307475
612	46.80427848
613	46.62325241
614	46.42389131
615	46.30386547
616	46.1910713
617	46.16026958
618	45.97174832
619	45.84154922
620	45.71913319
621	45.54162696
622	45.44836366
623	45.40699425
624	45.2829833
625	45.08792531
626	44.92523646
627	44.7899796
628	44.68463419
629	44.57295297
630	44.40704046
631	44.34983838
632	44.15418336
633	44.04425441
634	43.93363562
635	43.90597675
636	43.75294997
637	43.53429882
638	43.43094282
639	43.33566238
640	43.30171397
641	43.15208481
642	43.05022557
643	42.94441683
644	42.79060513
645	42.69525797
646	42.64346855
647	42.54019372
648	42.38552988
649	42.30337129
650	42.29154133
651	42.22908272
652	42.13815613
653	42.03692765
654	42.01765648
655	41.8872938
656	41.77249289
657	41.66596388
658	41.5600557
659	41.37814047
660	41.35801291
661	41.25776379
662	41.15597545
663	41.0029304
664	40.91815411
665	40.88266988
666	40.7937864
667	40.72472471
668	40.56671016
669	40.39316823
670	40.27958042
671	40.15750285
672	39.98830874
673	39.90349206
674	39.84980967
675	39.68137983
676	39.54026651
677	39.5169444
678	39.38088415
679	39.24708982
680	39.21820658
681	39.12141665
682	39.03348875
683	38.96294914
684	38.8355252
685	38.81254973
686	38.71800465
687	38.6832773
688	38.55036014
689	38.45531257
690	38.39483411
691	38.28973778
692	38.21252548
693	38.19367974
694	38.0259927
695	37.97159024
696	37.80446291
697	37.60217559
698	37.46237404
699	37.3773571
700	37.20289288
701	37.19048
702	37.16118307
703	37.12567151
704	37.10027385
705	36.94664421
706	36.83977483
707	36.70351721
708	36.60973907
709	36.58503574
710	36.50402522
711	36.38534228
712	36.25848912
713	36.14544153
714	35.9594474
715	35.91931892
716	35.79231185
717	35.6809835
718	35.53797599
719	35.46538145
720	35.39012578
721	35.2797959
722	35.19603459
723	35.08098529
724	34.95039743
725	34.86318792
726	34.7144084
727	34.60480959
728	34.53599103
729	34.47291623
730	34.3108955
731	34.29672535
732	34.22859409
733	34.12926621
734	34.0785754
735	34.02012367
736	34.01071469
737	33.98698123
738	33.8782004
739	33.72052225
740	33.62977921
741	33.54702978
742	33.41978739
743	33.33856888
744	33.21820489
745	33.13290293
746	33.09610469
747	32.97321101
748	32.82428195
749	32.73981697
750	32.64658677
751	32.5787153
752	32.44121463
753	32.38464909
754	32.30819873
755	32.20202177
756	32.183624
757	32.13469808
758	32.05126119
759	31.99892559
760	31.89399808
761	31.79974362
762	31.72254428
763	31.61022901
764	31.53966276
765	31.51364498
766	31.44117159
767	31.29941762
768	31.20753437
769	31.19019887
770	31.10093644
771	30.96633538
772	30.87526847
773	30.7787901
774	30.65599283
775	30.61574542
776	30.49998581
777	30.41828374
778	30.36098351
779	30.29857625
780	30.22542296
781	30.14561699
782	30.044504
783	29.91759431
784	29.80507208
785	29.67011055
786	29.59823183
787	29.53138505
788	29.42824563
789	29.3440436
790	29.28169804
791	29.19071749
792	29.06046776
793	28.91999852
794	28.90882142
795	28.83878185
796	28.794154
797	28.69796182
798	28.57076709
799	28.49965555
800	28.41187951
801	28.37641401
802	28.27853506
803	28.26181549
804	28.16001411
805	28.14546084
806	28.09750186
807	27.97457917
808	27.92557309
809	27.88452972
810	27.81245982
811	27.73833545
812	27.64916721
813	27.57556154
814	27.50688402
815	27.43491307
816	27.41374638
817	27.31648231
818	27.19836561
819	27.14231519
820	27.0711724
821	26.95439674
822	26.86862152
823	26.78012105
824	26.76454581
825	26.68541859
826	26.5719646
827	26.47326322
828	26.38986779
829	26.36524416
830	26.21985145
831	26.11709485
832	26.09232339
833	26.02000113
834	25.95369718
835	25.9211683
836	25.83336159
837	25.7543487
838	25.6882175
839	25.66958229
840	25.62319025
841	25.5369817
842	25.52780264
843	25.47669329
844	25.38842239
845	25.32561231
846	25.30554384
847	25.20828865
848	25.14810946
849	25.07301561
850	25.00738056
851	24.90703097
852	24.89899731
853	24.80433481
854	24.7481218
855	24.6353833
856	24.6045345
857	24.52338373
858	24.50143966
859	24.44628425
860	24.36789939
861	24.34756714
862	24.25193883
863	24.15043511
864	24.0370255
865	23.97906266
866	23.86140857
867	23.77695886
868	23.72778923
869	23.654826
870	23.55928558
871	23.49106399
872	23.40140783
873	23.35532846
874	23.34702012
875	23.30177668
876	23.24954795
877	23.16317798
878	23.10578839
879	23.01444864
880	22.96676826
881	22.95421545
882	22.88086639
883	22.85956257
884	22.78659102
885	22.72299585
886	22.62365701
887	22.53723789
888	22.51043332
889	22.44834543
890	22.41172664
891	22.34124553
892	22.26313191
893	22.19609469
894	22.17515822
895	22.10597653
896	21.99705565
897	21.93791854
898	21.86357972
899	21.78361291
900	21.7297086
901	21.68279869
902	21.63198839
903	21.55824782
904	21.50592434
905	21.44442665
906	21.39955626
907	21.34561569
908	21.33482886
909	21.26704792
910	21.26017259
911	21.15903293
912	21.13667128
913	21.05413744
914	21.03855158
915	20.98667418
916	20.94240387
917	20.88424797
918	20.84674073
919	20.787992
920	20.7361739
921	20.7120881
922	20.6743982
923	20.66761684
924	20.60957601
925	20.544303
926	20.53153344
927	20.49866224
928	20.41820321
929	20.39205542
930	20.31540948
931	20.27808744
932	20.21449068
933	20.16871869
934	20.08454118
935	20.05153491
936	19.98184762
937	19.89881339
938	19.84429407
939	19.82870414
940	19.80293092
941	19.74517349
942	19.72578798
943	19.67576098
944	19.61827114
945	19.54615256
946	19.4776252
947	19.44111414
948	19.39135636
949	19.34539232
950	19.29874735
951	19.25522824
952	19.17655094
953	19.14640548
954	19.07953496
955	19.02854733
956	18.96723463
957	18.90104072
958	18.86054249
959	18.79503604
960	18.7503152
961	18.74151379
962	18.68778847
963	18.63483678
964	18.60971888
965	18.57278166
966	18.5157665
967	18.46050091
968	18.4200454
969	18.37840995
970	18.36750313
971	18.33903792
972	18.27669451
973	18.21968027
974	18.12236932
975	18.10840593
976	18.05986304
977	18.01842933
978	17.93289346
979	17.88860883
980	17.87574817
981	17.86245168
982	17.79577921
983	17.77477925
984	17.76393917
985	17.75570599
986	17.69551047
987	17.66397613
988	17.61482852
989	17.56150637
990	17.52119018
991	17.47141643
992	17.42980075
993	17.37843157
994	17.33265769
995	17.25934224
996	17.22458086
997	17.18257859
998	17.1520497
999	17.07604932
